NIVEL;CURSO;OA;COD_ASG;ASIGNATURA;CATEGORIA;DESCRIPCION
M;1M;OAT 19;HI1M;Historia, Geografía y Ciencias Sociales;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;2B;OAT 19;HI02;Historia, Geografía y Ciencias Sociales;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
M;2M;OAT 19;HI2M;Historia, Geografía y Ciencias Sociales;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;3B;OAT 19;HI03;Historia, Geografía y Ciencias Sociales;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;4B;OAT 19;HI04;Historia, Geografía y Ciencias Sociales;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;5B;OAT 19;HI05;Historia, Geografía y Ciencias Sociales;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;6B;OAT 19;HI06;Historia, Geografía y Ciencias Sociales;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;7B;OAT 19;HI07;Historia, Geografía y Ciencias Sociales;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;8B;OAT 19;HI08;Historia, Geografía y Ciencias Sociales;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
M;1M;OAT 19;IN1M;Inglés;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
M;2M;OAT 19;IN2M;Inglés;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;5B;OAT 19;IN05;Inglés;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;6B;OAT 19;IN06;Inglés;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;7B;OAT 19;IN07;Inglés;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;8B;OAT 19;IN08;Inglés;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
M;1M;OAT 19;LE1M;Lengua y Literatura;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
M;2M;OAT 19;LE2M;Lengua y Literatura;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;1B;OAT 19;LE01;Lenguaje y Comunicación;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;2B;OAT 19;LE02;Lenguaje y Comunicación;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;3B;OAT 19;LE03;Lenguaje y Comunicación;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;4B;OAT 19;LE04;Lenguaje y Comunicación;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;5B;OAT 19;LE05;Lenguaje y Comunicación;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;6B;OAT 19;LE06;Lenguaje y Comunicación;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;1B;OAT 19;MA01;Matemática;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
M;1M;OAT 19;MA1M;Matemática;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;2B;OAT 19;MA02;Matemática;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
M;2M;OAT 19;MA2M;Matemática;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;3B;OAT 19;MA03;Matemática;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;4B;OAT 19;MA04;Matemática;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;5B;OAT 19;MA05;Matemática;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;6B;OAT 19;MA06;Matemática;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;7B;OAT 19;MA07;Matemática;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;8B;OAT 19;MA08;Matemática;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;1B;OAT 19;MU01;Música;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
M;1M;OAT 19;MU1M;Música;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;2B;OAT 19;MU02;Música;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
M;2M;OAT 19;MU2M;Música;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;3B;OAT 19;MU03;Música;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;4B;OAT 19;MU04;Música;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;5B;OAT 19;MU05;Música;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;6B;OAT 19;MU06;Música;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;7B;OAT 19;MU07;Música;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
